,Unnamed: 0,STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10N,Q,DR,RH,VV,M,R,S,O,Y,datetime_str,datetime,block_hour,weather_category_hour,n_disruptions
5,5,215,20240101,06,250,8.0,80,15.0,9.3,68.0,0,0,0,75,0,0,0,0,0,2024010106,2024-01-01 06:00:00,2024-01-01 06:00:00,Other hour,0.0
6,6,215,20240101,07,250,8.0,90,14.0,9.0,,0,0,-1,66,0,1,0,0,0,2024010107,2024-01-01 07:00:00,2024-01-01 07:00:00,Other hour,0.0
7,7,215,20240101,08,250,8.0,70,15.0,8.9,,0,0,0,73,0,0,0,0,0,2024010108,2024-01-01 08:00:00,2024-01-01 08:00:00,Other hour,0.0
8,8,215,20240101,09,270,8.0,90,15.0,8.5,,3,0,-1,75,0,1,0,0,0,2024010109,2024-01-01 09:00:00,2024-01-01 09:00:00,Other hour,0.0
9,9,215,20240101,10,260,9.0,80,14.0,9.5,,26,0,-1,75,0,1,0,0,0,2024010110,2024-01-01 10:00:00,2024-01-01 10:00:00,Other hour,0.0
10,10,215,20240101,11,260,9.0,90,14.0,9.6,,57,0,0,71,0,0,0,0,0,2024010111,2024-01-01 11:00:00,2024-01-01 11:00:00,Other hour,0.0
11,11,215,20240101,12,260,9.0,90,14.0,9.4,75.0,58,0,0,69,0,0,0,0,0,2024010112,2024-01-01 12:00:00,2024-01-01 12:00:00,Other hour,0.0
12,12,215,20240101,13,260,9.0,100,15.0,9.1,,61,0,0,72,0,0,0,0,0,2024010113,2024-01-01 13:00:00,2024-01-01 13:00:00,Other hour,0.0
13,13,215,20240101,14,260,9.0,80,14.0,9.2,,43,0,0,67,0,0,0,0,0,2024010114,2024-01-01 14:00:00,2024-01-01 14:00:00,Other hour,0.0
14,14,215,20240101,15,260,8.0,80,13.0,8.7,,29,0,0,67,0,0,0,0,0,2024010115,2024-01-01 15:00:00,2024-01-01 15:00:00,Other hour,0.0
15,15,215,20240101,16,250,6.0,60,12.0,8.5,,1,0,0,66,0,0,0,0,0,2024010116,2024-01-01 16:00:00,2024-01-01 16:00:00,Other hour,0.0
16,16,215,20240101,17,240,5.0,50,10.0,8.0,,0,0,0,68,0,0,0,0,0,2024010117,2024-01-01 17:00:00,2024-01-01 17:00:00,Neutral hour,0.0
17,17,215,20240101,18,180,4.0,40,9.0,6.6,43.0,0,0,0,67,0,0,0,0,0,2024010118,2024-01-01 18:00:00,2024-01-01 18:00:00,Other hour,0.0
18,18,215,20240101,19,200,5.0,50,8.0,7.1,,0,0,0,69,0,0,0,0,0,2024010119,2024-01-01 19:00:00,2024-01-01 19:00:00,Other hour,0.0
19,19,215,20240101,20,200,6.0,60,10.0,7.2,,0,0,0,75,0,0,0,0,0,2024010120,2024-01-01 20:00:00,2024-01-01 20:00:00,Other hour,0.0
20,20,215,20240101,21,180,6.0,50,10.0,7.2,,0,0,0,70,0,0,0,0,0,2024010121,2024-01-01 21:00:00,2024-01-01 21:00:00,Other hour,0.0
21,21,215,20240101,22,170,5.0,60,8.0,7.0,,0,8,2,63,0,1,0,0,0,2024010122,2024-01-01 22:00:00,2024-01-01 22:00:00,Other hour,0.0
28,29,215,20240102,06,240,10.0,90,16.0,11.6,70.0,0,0,-1,64,0,1,0,0,0,2024010206,2024-01-02 06:00:00,2024-01-02 06:00:00,Other hour,0.0
29,30,215,20240102,07,250,10.0,90,17.0,11.7,,0,0,0,63,0,0,0,0,0,2024010207,2024-01-02 07:00:00,2024-01-02 07:00:00,Other hour,0.0
30,31,215,20240102,08,240,8.0,70,16.0,11.7,,0,0,0,61,0,0,0,0,0,2024010208,2024-01-02 08:00:00,2024-01-02 08:00:00,Other hour,0.0
31,32,215,20240102,09,230,7.0,60,13.0,11.9,,8,0,0,62,0,0,0,0,0,2024010209,2024-01-02 09:00:00,2024-01-02 09:00:00,Other hour,0.0
32,33,215,20240102,10,230,7.0,80,11.0,12.0,,19,0,0,61,0,0,0,0,0,2024010210,2024-01-02 10:00:00,2024-01-02 10:00:00,Other hour,0.0
33,34,215,20240102,11,210,8.0,70,13.0,11.9,,13,0,-1,63,0,1,0,0,0,2024010211,2024-01-02 11:00:00,2024-01-02 11:00:00,Other hour,0.0
34,35,215,20240102,12,200,6.0,70,11.0,11.6,108.0,7,10,10,63,0,1,0,0,0,2024010212,2024-01-02 12:00:00,2024-01-02 12:00:00,Other hour,0.0
35,36,215,20240102,13,170,6.0,60,10.0,11.1,,9,10,11,59,0,1,0,0,0,2024010213,2024-01-02 13:00:00,2024-01-02 13:00:00,Other hour,0.0
36,37,215,20240102,14,200,7.0,60,11.0,11.5,,6,10,20,65,0,1,0,0,0,2024010214,2024-01-02 14:00:00,2024-01-02 14:00:00,Other hour,0.0
37,38,215,20240102,15,190,7.0,70,11.0,11.7,,2,10,19,60,0,1,0,0,0,2024010215,2024-01-02 15:00:00,2024-01-02 15:00:00,Other hour,0.0
38,39,215,20240102,16,200,8.0,100,14.0,11.6,,0,10,35,45,0,1,0,0,0,2024010216,2024-01-02 16:00:00,2024-01-02 16:00:00,Other hour,0.0
39,40,215,20240102,17,210,10.0,110,18.0,12.3,,0,9,5,70,0,1,0,0,0,2024010217,2024-01-02 17:00:00,2024-01-02 17:00:00,Stormy hour,0.0
40,41,215,20240102,18,220,14.0,140,23.0,12.0,108.0,0,0,-1,62,0,1,0,0,0,2024010218,2024-01-02 18:00:00,2024-01-02 18:00:00,Other hour,0.0
41,42,215,20240102,19,230,16.0,160,26.0,11.9,,0,0,0,60,0,0,0,0,0,2024010219,2024-01-02 19:00:00,2024-01-02 19:00:00,Other hour,0.0
42,43,215,20240102,20,230,16.0,160,26.0,11.7,,0,0,0,59,0,0,0,0,0,2024010220,2024-01-02 20:00:00,2024-01-02 20:00:00,Other hour,0.0
43,44,215,20240102,21,240,15.0,150,25.0,11.2,,0,0,0,65,0,0,0,0,0,2024010221,2024-01-02 21:00:00,2024-01-02 21:00:00,Other hour,0.0
44,45,215,20240102,22,250,15.0,140,24.0,10.7,,0,0,0,65,0,0,0,0,0,2024010222,2024-01-02 22:00:00,2024-01-02 22:00:00,Other hour,0.0
51,53,215,20240103,06,240,8.0,90,14.0,10.2,88.0,0,2,4,60,0,1,0,0,0,2024010306,2024-01-03 06:00:00,2024-01-03 06:00:00,Other hour,0.0
52,54,215,20240103,07,240,8.0,90,14.0,9.9,,0,8,12,50,0,1,0,0,0,2024010307,2024-01-03 07:00:00,2024-01-03 07:00:00,Other hour,0.0
53,55,215,20240103,08,240,8.0,80,14.0,9.9,,0,6,13,63,0,1,0,0,0,2024010308,2024-01-03 08:00:00,2024-01-03 08:00:00,Other hour,0.0
54,56,215,20240103,09,260,9.0,90,15.0,9.5,,7,2,4,39,0,1,0,0,0,2024010309,2024-01-03 09:00:00,2024-01-03 09:00:00,Other hour,0.0
55,57,215,20240103,10,250,8.0,80,14.0,10.2,,15,6,6,63,0,1,0,0,0,2024010310,2024-01-03 10:00:00,2024-01-03 10:00:00,Other hour,1.0
56,58,215,20240103,11,240,8.0,80,14.0,10.3,,27,0,0,66,0,0,0,0,0,2024010311,2024-01-03 11:00:00,2024-01-03 11:00:00,Other hour,0.0
57,59,215,20240103,12,240,8.0,70,14.0,10.7,90.0,33,0,-1,63,0,1,0,0,0,2024010312,2024-01-03 12:00:00,2024-01-03 12:00:00,Other hour,0.0
58,60,215,20240103,13,260,7.0,70,12.0,9.8,,31,3,5,58,0,1,0,0,0,2024010313,2024-01-03 13:00:00,2024-01-03 13:00:00,Other hour,0.0
59,61,215,20240103,14,260,7.0,90,13.0,8.9,,48,5,14,50,0,1,0,0,0,2024010314,2024-01-03 14:00:00,2024-01-03 14:00:00,Other hour,1.0
60,62,215,20240103,15,230,5.0,60,9.0,9.7,,16,3,4,61,0,1,0,0,0,2024010315,2024-01-03 15:00:00,2024-01-03 15:00:00,Other hour,0.0
61,63,215,20240103,16,240,6.0,60,10.0,9.8,,2,1,1,65,0,1,0,0,0,2024010316,2024-01-03 16:00:00,2024-01-03 16:00:00,Other hour,1.0
62,64,215,20240103,17,250,5.0,80,14.0,8.1,,0,6,16,50,0,1,0,0,0,2024010317,2024-01-03 17:00:00,2024-01-03 17:00:00,Other hour,0.0
63,65,215,20240103,18,230,3.0,30,7.0,7.9,69.0,0,3,4,65,0,1,0,0,0,2024010318,2024-01-03 18:00:00,2024-01-03 18:00:00,Other hour,0.0
64,66,215,20240103,19,250,5.0,60,8.0,9.3,,0,0,-1,70,0,1,0,0,0,2024010319,2024-01-03 19:00:00,2024-01-03 19:00:00,Other hour,0.0
65,67,215,20240103,20,280,6.0,50,10.0,8.4,,0,2,1,70,0,1,0,0,0,2024010320,2024-01-03 20:00:00,2024-01-03 20:00:00,Other hour,0.0
66,68,215,20240103,21,280,5.0,50,9.0,8.9,,0,1,2,65,0,1,0,0,0,2024010321,2024-01-03 21:00:00,2024-01-03 21:00:00,Other hour,0.0
67,69,215,20240103,22,300,5.0,50,10.0,8.7,,0,7,4,69,0,1,0,0,0,2024010322,2024-01-03 22:00:00,2024-01-03 22:00:00,Other hour,0.0
74,77,215,20240104,06,290,5.0,50,9.0,8.8,72.0,0,1,3,68,0,1,0,0,0,2024010406,2024-01-04 06:00:00,2024-01-04 06:00:00,Other hour,0.0
75,78,215,20240104,07,290,5.0,40,7.0,8.6,,0,0,-1,67,0,1,0,0,0,2024010407,2024-01-04 07:00:00,2024-01-04 07:00:00,Other hour,0.0
76,79,215,20240104,08,300,4.0,40,7.0,8.6,,0,0,-1,70,0,1,0,0,0,2024010408,2024-01-04 08:00:00,2024-01-04 08:00:00,Other hour,0.0
77,80,215,20240104,09,280,4.0,50,7.0,9.0,,5,3,2,70,0,1,0,0,0,2024010409,2024-01-04 09:00:00,2024-01-04 09:00:00,Other hour,0.0
78,81,215,20240104,10,260,5.0,70,11.0,8.5,,14,2,2,63,0,1,0,0,0,2024010410,2024-01-04 10:00:00,2024-01-04 10:00:00,Other hour,1.0
79,82,215,20240104,11,250,4.0,30,8.0,8.6,,26,8,10,65,0,1,0,0,0,2024010411,2024-01-04 11:00:00,2024-01-04 11:00:00,Other hour,0.0
80,83,215,20240104,12,260,3.0,40,5.0,9.4,77.0,39,0,0,70,0,0,0,0,0,2024010412,2024-01-04 12:00:00,2024-01-04 12:00:00,Neutral hour,0.0
81,84,215,20240104,13,240,4.0,50,8.0,8.6,,22,3,4,57,0,1,0,0,0,2024010413,2024-01-04 13:00:00,2024-01-04 13:00:00,Other hour,0.0
82,85,215,20240104,14,250,4.0,40,8.0,8.9,,23,2,1,70,0,1,0,0,0,2024010414,2024-01-04 14:00:00,2024-01-04 14:00:00,Other hour,0.0
83,86,215,20240104,15,240,3.0,30,6.0,8.2,,17,0,0,70,0,0,0,0,0,2024010415,2024-01-04 15:00:00,2024-01-04 15:00:00,Neutral hour,0.0
84,87,215,20240104,16,210,3.0,30,4.0,7.2,,3,0,0,67,0,0,0,0,0,2024010416,2024-01-04 16:00:00,2024-01-04 16:00:00,Other hour,0.0
85,88,215,20240104,17,160,3.0,20,4.0,6.9,,0,0,0,50,0,0,0,0,0,2024010417,2024-01-04 17:00:00,2024-01-04 17:00:00,Other hour,0.0
86,89,215,20240104,18,150,2.0,20,3.0,6.9,53.0,0,0,0,56,0,0,0,0,0,2024010418,2024-01-04 18:00:00,2024-01-04 18:00:00,Other hour,0.0
87,90,215,20240104,19,130,3.0,30,4.0,7.3,,0,0,0,63,0,0,0,0,0,2024010419,2024-01-04 19:00:00,2024-01-04 19:00:00,Other hour,0.0
88,91,215,20240104,20,130,3.0,40,4.0,7.3,,0,3,1,61,0,1,0,0,0,2024010420,2024-01-04 20:00:00,2024-01-04 20:00:00,Other hour,0.0
89,92,215,20240104,21,110,4.0,40,5.0,7.1,,0,10,12,58,0,1,0,0,0,2024010421,2024-01-04 21:00:00,2024-01-04 21:00:00,Other hour,0.0
90,93,215,20240104,22,120,5.0,50,8.0,7.3,,0,10,23,58,0,1,0,0,0,2024010422,2024-01-04 22:00:00,2024-01-04 22:00:00,Other hour,0.0
97,101,215,20240105,06,170,5.0,50,9.0,8.0,73.0,0,6,5,70,0,1,0,0,0,2024010506,2024-01-05 06:00:00,2024-01-05 06:00:00,Other hour,0.0
98,102,215,20240105,07,170,6.0,60,13.0,7.0,,0,0,0,58,0,0,0,0,0,2024010507,2024-01-05 07:00:00,2024-01-05 07:00:00,Other hour,0.0
99,103,215,20240105,08,150,5.0,50,9.0,6.5,,0,4,5,50,0,1,0,0,0,2024010508,2024-01-05 08:00:00,2024-01-05 08:00:00,Other hour,0.0
100,104,215,20240105,09,140,4.0,40,8.0,6.5,,1,10,25,41,0,1,0,0,0,2024010509,2024-01-05 09:00:00,2024-01-05 09:00:00,Other hour,0.0
101,105,215,20240105,10,150,4.0,50,8.0,7.3,,5,7,6,65,0,1,0,0,0,2024010510,2024-01-05 10:00:00,2024-01-05 10:00:00,Other hour,0.0
102,106,215,20240105,11,100,4.0,20,7.0,7.6,,8,0,0,65,0,0,0,0,0,2024010511,2024-01-05 11:00:00,2024-01-05 11:00:00,Other hour,1.0
103,107,215,20240105,12,330,3.0,40,6.0,7.4,62.0,16,0,0,57,0,0,0,0,0,2024010512,2024-01-05 12:00:00,2024-01-05 12:00:00,Other hour,0.0
104,108,215,20240105,13,320,5.0,50,8.0,7.3,,27,0,0,65,0,0,0,0,0,2024010513,2024-01-05 13:00:00,2024-01-05 13:00:00,Other hour,0.0
105,109,215,20240105,14,320,5.0,40,8.0,7.6,,20,0,0,70,0,0,0,0,0,2024010514,2024-01-05 14:00:00,2024-01-05 14:00:00,Other hour,0.0
106,110,215,20240105,15,330,4.0,40,7.0,7.7,,7,0,0,70,0,0,0,0,0,2024010515,2024-01-05 15:00:00,2024-01-05 15:00:00,Other hour,0.0
107,111,215,20240105,16,310,3.0,30,5.0,7.8,,2,0,0,70,0,0,0,0,0,2024010516,2024-01-05 16:00:00,2024-01-05 16:00:00,Other hour,0.0
108,112,215,20240105,17,310,2.0,20,4.0,7.9,,0,0,0,70,0,0,0,0,0,2024010517,2024-01-05 17:00:00,2024-01-05 17:00:00,Other hour,0.0
109,113,215,20240105,18,320,3.0,30,5.0,7.9,71.0,0,0,0,70,0,0,0,0,0,2024010518,2024-01-05 18:00:00,2024-01-05 18:00:00,Other hour,0.0
110,114,215,20240105,19,350,3.0,30,5.0,7.5,,0,0,0,70,0,0,0,0,0,2024010519,2024-01-05 19:00:00,2024-01-05 19:00:00,Other hour,0.0
111,115,215,20240105,20,350,3.0,40,6.0,7.5,,0,0,0,70,0,0,0,0,0,2024010520,2024-01-05 20:00:00,2024-01-05 20:00:00,Other hour,0.0
112,116,215,20240105,21,360,4.0,40,7.0,7.0,,0,0,0,70,0,0,0,0,0,2024010521,2024-01-05 21:00:00,2024-01-05 21:00:00,Other hour,0.0
113,117,215,20240105,22,10,5.0,50,9.0,6.2,,0,0,0,70,0,0,0,0,0,2024010522,2024-01-05 22:00:00,2024-01-05 22:00:00,Other hour,1.0
120,125,215,20240106,06,20,5.0,50,8.0,4.2,41.0,0,0,0,66,0,0,0,0,0,2024010606,2024-01-06 06:00:00,2024-01-06 06:00:00,Other hour,0.0
121,126,215,20240106,07,20,5.0,50,9.0,4.2,,0,0,0,70,0,0,0,0,0,2024010607,2024-01-06 07:00:00,2024-01-06 07:00:00,Other hour,0.0
122,127,215,20240106,08,20,5.0,50,9.0,4.2,,0,0,0,70,0,0,0,0,0,2024010608,2024-01-06 08:00:00,2024-01-06 08:00:00,Other hour,0.0
123,128,215,20240106,09,10,5.0,50,7.0,4.1,,5,0,0,70,0,0,0,0,0,2024010609,2024-01-06 09:00:00,2024-01-06 09:00:00,Other hour,0.0
124,129,215,20240106,10,10,5.0,50,7.0,4.1,,20,0,0,70,0,0,0,0,0,2024010610,2024-01-06 10:00:00,2024-01-06 10:00:00,Other hour,0.0
125,130,215,20240106,11,10,5.0,40,7.0,4.6,,27,0,0,70,0,0,0,0,0,2024010611,2024-01-06 11:00:00,2024-01-06 11:00:00,Other hour,0.0
126,131,215,20240106,12,20,5.0,50,8.0,4.9,38.0,43,0,0,75,0,0,0,0,0,2024010612,2024-01-06 12:00:00,2024-01-06 12:00:00,Other hour,4.0
127,132,215,20240106,13,10,6.0,60,9.0,4.9,,42,0,0,75,0,0,0,0,0,2024010613,2024-01-06 13:00:00,2024-01-06 13:00:00,Other hour,0.0
128,133,215,20240106,14,20,6.0,50,9.0,4.6,,30,0,0,75,0,0,0,0,0,2024010614,2024-01-06 14:00:00,2024-01-06 14:00:00,Other hour,0.0
129,134,215,20240106,15,10,6.0,50,9.0,4.2,,19,0,0,75,0,0,0,0,0,2024010615,2024-01-06 15:00:00,2024-01-06 15:00:00,Other hour,0.0
130,135,215,20240106,16,10,5.0,40,9.0,3.8,,4,0,0,70,0,0,0,0,0,2024010616,2024-01-06 16:00:00,2024-01-06 16:00:00,Other hour,0.0
131,136,215,20240106,17,20,5.0,60,8.0,3.6,,0,0,0,75,0,0,0,0,0,2024010617,2024-01-06 17:00:00,2024-01-06 17:00:00,Other hour,0.0
132,137,215,20240106,18,20,4.0,30,7.0,2.1,14.0,0,0,0,70,0,0,0,0,0,2024010618,2024-01-06 18:00:00,2024-01-06 18:00:00,Other hour,0.0
133,138,215,20240106,19,10,4.0,40,6.0,1.7,,0,0,0,70,0,0,0,0,0,2024010619,2024-01-06 19:00:00,2024-01-06 19:00:00,Other hour,0.0
134,139,215,20240106,20,10,4.0,40,5.0,2.7,,0,0,0,70,0,0,0,0,0,2024010620,2024-01-06 20:00:00,2024-01-06 20:00:00,Other hour,0.0
135,140,215,20240106,21,20,6.0,60,9.0,2.6,,0,0,0,75,0,0,0,0,0,2024010621,2024-01-06 21:00:00,2024-01-06 21:00:00,Other hour,0.0
136,141,215,20240106,22,20,6.0,60,10.0,2.1,,0,0,0,75,0,0,0,0,0,2024010622,2024-01-06 22:00:00,2024-01-06 22:00:00,Other hour,0.0
143,149,215,20240107,06,50,6.0,60,11.0,1.3,11.0,0,0,0,70,0,0,0,0,0,2024010706,2024-01-07 06:00:00,2024-01-07 06:00:00,Other hour,0.0
144,150,215,20240107,07,40,6.0,40,10.0,1.2,,0,0,0,69,0,0,0,0,0,2024010707,2024-01-07 07:00:00,2024-01-07 07:00:00,Other hour,0.0
145,151,215,20240107,08,50,5.0,60,9.0,1.1,,0,0,0,75,0,0,0,0,0,2024010708,2024-01-07 08:00:00,2024-01-07 08:00:00,Other hour,0.0
146,152,215,20240107,09,50,7.0,60,11.0,0.9,,3,0,0,75,0,0,0,0,0,2024010709,2024-01-07 09:00:00,2024-01-07 09:00:00,Other hour,0.0
147,153,215,20240107,10,70,6.0,60,10.0,0.7,,16,0,0,75,0,0,0,0,0,2024010710,2024-01-07 10:00:00,2024-01-07 10:00:00,Other hour,0.0
148,154,215,20240107,11,70,6.0,70,11.0,0.8,,36,0,0,75,0,0,0,0,0,2024010711,2024-01-07 11:00:00,2024-01-07 11:00:00,Other hour,0.0
149,155,215,20240107,12,70,7.0,70,11.0,1.6,3.0,78,0,0,75,0,0,0,0,0,2024010712,2024-01-07 12:00:00,2024-01-07 12:00:00,Other hour,0.0
150,156,215,20240107,13,70,8.0,60,12.0,1.2,,86,0,0,80,0,0,0,0,0,2024010713,2024-01-07 13:00:00,2024-01-07 13:00:00,Other hour,0.0
151,157,215,20240107,14,70,7.0,60,12.0,1.0,,72,0,0,80,0,0,0,0,0,2024010714,2024-01-07 14:00:00,2024-01-07 14:00:00,Other hour,0.0
152,158,215,20240107,15,60,7.0,70,11.0,0.3,,32,0,0,80,0,0,0,0,0,2024010715,2024-01-07 15:00:00,2024-01-07 15:00:00,Other hour,1.0
153,159,215,20240107,16,70,6.0,60,10.0,0.1,,6,0,0,80,0,0,0,0,0,2024010716,2024-01-07 16:00:00,2024-01-07 16:00:00,Other hour,0.0
154,160,215,20240107,17,70,5.0,40,9.0,0.0,,0,0,0,75,0,0,0,0,0,2024010717,2024-01-07 17:00:00,2024-01-07 17:00:00,Cold or snowy hour,0.0
155,161,215,20240107,18,40,3.0,20,6.0,-0.8,-23.0,0,0,0,75,0,0,0,0,0,2024010718,2024-01-07 18:00:00,2024-01-07 18:00:00,Cold or snowy hour,0.0
156,162,215,20240107,19,50,3.0,40,6.0,-0.1,,0,0,0,75,0,0,0,0,0,2024010719,2024-01-07 19:00:00,2024-01-07 19:00:00,Cold or snowy hour,0.0
157,163,215,20240107,20,30,3.0,20,5.0,-1.4,,0,0,0,70,0,0,0,0,0,2024010720,2024-01-07 20:00:00,2024-01-07 20:00:00,Cold or snowy hour,0.0
158,164,215,20240107,21,10,3.0,30,4.0,-1.8,,0,0,0,70,0,0,0,0,0,2024010721,2024-01-07 21:00:00,2024-01-07 21:00:00,Cold or snowy hour,0.0
159,165,215,20240107,22,30,3.0,30,5.0,-1.0,,0,0,0,70,0,0,0,0,0,2024010722,2024-01-07 22:00:00,2024-01-07 22:00:00,Cold or snowy hour,1.0
166,173,215,20240108,06,60,4.0,40,6.0,-1.3,-30.0,0,0,0,75,0,0,0,0,0,2024010806,2024-01-08 06:00:00,2024-01-08 06:00:00,Cold or snowy hour,0.0
167,174,215,20240108,07,60,5.0,50,8.0,-0.8,,0,0,0,75,0,0,0,0,0,2024010807,2024-01-08 07:00:00,2024-01-08 07:00:00,Cold or snowy hour,0.0
168,175,215,20240108,08,60,4.0,40,8.0,-0.4,,0,0,0,75,0,0,0,0,0,2024010808,2024-01-08 08:00:00,2024-01-08 08:00:00,Cold or snowy hour,0.0
169,176,215,20240108,09,50,7.0,70,11.0,-0.2,,6,0,-1,75,0,0,1,0,0,2024010809,2024-01-08 09:00:00,2024-01-08 09:00:00,Cold or snowy hour,0.0
170,177,215,20240108,10,70,8.0,80,12.0,-0.4,,20,0,-1,80,0,0,1,0,0,2024010810,2024-01-08 10:00:00,2024-01-08 10:00:00,Cold or snowy hour,0.0
171,178,215,20240108,11,70,7.0,70,13.0,-0.5,,32,0,-1,80,0,0,1,0,0,2024010811,2024-01-08 11:00:00,2024-01-08 11:00:00,Cold or snowy hour,0.0
172,179,215,20240108,12,60,7.0,60,11.0,-0.5,-17.0,20,0,-1,75,0,0,1,0,0,2024010812,2024-01-08 12:00:00,2024-01-08 12:00:00,Cold or snowy hour,0.0
173,180,215,20240108,13,70,7.0,70,13.0,-0.1,,36,0,0,83,0,0,0,0,0,2024010813,2024-01-08 13:00:00,2024-01-08 13:00:00,Cold or snowy hour,0.0
174,181,215,20240108,14,60,8.0,80,12.0,0.1,,46,0,0,83,0,0,0,0,0,2024010814,2024-01-08 14:00:00,2024-01-08 14:00:00,Other hour,0.0
175,182,215,20240108,15,70,8.0,70,14.0,-0.4,,28,0,0,83,0,0,0,0,0,2024010815,2024-01-08 15:00:00,2024-01-08 15:00:00,Cold or snowy hour,1.0
176,183,215,20240108,16,70,7.0,80,13.0,-0.8,,3,0,0,83,0,0,0,0,0,2024010816,2024-01-08 16:00:00,2024-01-08 16:00:00,Cold or snowy hour,0.0
177,184,215,20240108,17,70,7.0,80,14.0,-1.1,,0,0,0,83,0,0,0,0,0,2024010817,2024-01-08 17:00:00,2024-01-08 17:00:00,Cold or snowy hour,0.0
178,185,215,20240108,18,70,7.0,70,13.0,-1.3,-22.0,0,0,0,80,0,0,0,0,0,2024010818,2024-01-08 18:00:00,2024-01-08 18:00:00,Cold or snowy hour,0.0
179,186,215,20240108,19,70,8.0,70,13.0,-1.4,,0,0,0,80,0,0,0,0,0,2024010819,2024-01-08 19:00:00,2024-01-08 19:00:00,Cold or snowy hour,0.0
180,187,215,20240108,20,70,7.0,70,11.0,-1.6,,0,0,0,75,0,0,0,0,0,2024010820,2024-01-08 20:00:00,2024-01-08 20:00:00,Cold or snowy hour,0.0
181,188,215,20240108,21,70,7.0,70,11.0,-1.8,,0,0,0,80,0,0,0,0,0,2024010821,2024-01-08 21:00:00,2024-01-08 21:00:00,Cold or snowy hour,0.0
182,189,215,20240108,22,70,7.0,70,10.0,-2.1,,0,0,0,75,0,0,0,0,0,2024010822,2024-01-08 22:00:00,2024-01-08 22:00:00,Cold or snowy hour,0.0
189,197,215,20240109,06,80,6.0,60,9.0,-3.8,-48.0,0,0,0,75,0,0,0,0,0,2024010906,2024-01-09 06:00:00,2024-01-09 06:00:00,Cold or snowy hour,0.0
190,198,215,20240109,07,70,6.0,60,10.0,-4.0,,0,0,0,75,0,0,0,0,0,2024010907,2024-01-09 07:00:00,2024-01-09 07:00:00,Cold or snowy hour,0.0
191,199,215,20240109,08,70,6.0,60,11.0,-4.2,,0,0,0,75,0,0,0,0,0,2024010908,2024-01-09 08:00:00,2024-01-09 08:00:00,Cold or snowy hour,0.0
192,200,215,20240109,09,70,6.0,50,10.0,-3.7,,19,0,0,80,0,0,0,0,0,2024010909,2024-01-09 09:00:00,2024-01-09 09:00:00,Cold or snowy hour,0.0
193,201,215,20240109,10,70,7.0,70,10.0,-2.9,,55,0,0,83,0,0,0,0,0,2024010910,2024-01-09 10:00:00,2024-01-09 10:00:00,Cold or snowy hour,2.0
194,202,215,20240109,11,80,7.0,60,11.0,-1.8,,84,0,0,83,0,0,0,0,0,2024010911,2024-01-09 11:00:00,2024-01-09 11:00:00,Cold or snowy hour,0.0
195,203,215,20240109,12,80,6.0,70,10.0,-0.8,-52.0,95,0,0,82,0,0,0,0,0,2024010912,2024-01-09 12:00:00,2024-01-09 12:00:00,Cold or snowy hour,0.0
196,204,215,20240109,13,60,7.0,70,10.0,-0.3,,92,0,0,82,0,0,0,0,0,2024010913,2024-01-09 13:00:00,2024-01-09 13:00:00,Cold or snowy hour,1.0
197,205,215,20240109,14,60,7.0,60,11.0,-0.1,,74,0,0,82,0,0,0,0,0,2024010914,2024-01-09 14:00:00,2024-01-09 14:00:00,Cold or snowy hour,0.0
198,206,215,20240109,15,70,7.0,70,12.0,-0.4,,43,0,0,83,0,0,0,0,0,2024010915,2024-01-09 15:00:00,2024-01-09 15:00:00,Cold or snowy hour,0.0
199,207,215,20240109,16,70,7.0,70,12.0,-1.1,,9,0,0,83,0,0,0,0,0,2024010916,2024-01-09 16:00:00,2024-01-09 16:00:00,Cold or snowy hour,0.0
200,208,215,20240109,17,60,6.0,70,10.0,-1.3,,0,0,0,83,0,0,0,0,0,2024010917,2024-01-09 17:00:00,2024-01-09 17:00:00,Cold or snowy hour,0.0
201,209,215,20240109,18,60,6.0,70,11.0,-1.4,-25.0,0,0,0,83,0,0,0,0,0,2024010918,2024-01-09 18:00:00,2024-01-09 18:00:00,Cold or snowy hour,0.0
202,210,215,20240109,19,70,7.0,70,12.0,-1.5,,0,0,0,83,0,0,0,0,0,2024010919,2024-01-09 19:00:00,2024-01-09 19:00:00,Cold or snowy hour,0.0
203,211,215,20240109,20,70,8.0,70,11.0,-1.4,,0,0,0,83,0,0,0,0,0,2024010920,2024-01-09 20:00:00,2024-01-09 20:00:00,Cold or snowy hour,0.0
204,212,215,20240109,21,60,8.0,80,12.0,-1.6,,0,0,0,83,0,0,0,0,0,2024010921,2024-01-09 21:00:00,2024-01-09 21:00:00,Cold or snowy hour,0.0
205,213,215,20240109,22,80,6.0,60,11.0,-2.0,,0,0,0,83,0,0,0,0,0,2024010922,2024-01-09 22:00:00,2024-01-09 22:00:00,Cold or snowy hour,0.0
212,221,215,20240110,06,60,4.0,40,6.0,-3.6,-49.0,0,0,0,83,0,0,0,0,0,2024011006,2024-01-10 06:00:00,2024-01-10 06:00:00,Cold or snowy hour,0.0
213,222,215,20240110,07,80,5.0,50,9.0,-3.4,,0,0,0,83,0,0,0,0,0,2024011007,2024-01-10 07:00:00,2024-01-10 07:00:00,Cold or snowy hour,0.0
