,Unnamed: 0,STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10N,Q,DR,RH,VV,M,R,S,O,Y,datetime_str,datetime,block_hour,weather_category_hour,n_disruptions
26906,28075,344,20240312,20,160,5.0,40,7.0,8.9,,0,8,1,33,0,1,0,0,0,2024031220,2024-03-12 20:00:00,2024-03-12 20:00:00,Other hour,1.0
26907,28076,344,20240312,21,160,4.0,30,6.0,9.0,,0,9,14,35,0,1,0,0,0,2024031221,2024-03-12 21:00:00,2024-03-12 21:00:00,Other hour,0.0
26908,28077,344,20240312,22,180,3.0,30,5.0,9.3,,0,10,6,27,0,1,0,0,0,2024031222,2024-03-12 22:00:00,2024-03-12 22:00:00,Other hour,0.0
26915,28085,344,20240313,06,220,5.0,50,7.0,10.3,98.0,0,0,0,60,0,0,0,0,0,2024031306,2024-03-13 06:00:00,2024-03-13 06:00:00,Neutral hour,0.0
26916,28086,344,20240313,07,210,5.0,50,10.0,10.5,,4,0,0,59,0,0,0,0,0,2024031307,2024-03-13 07:00:00,2024-03-13 07:00:00,Neutral hour,0.0
26917,28087,344,20240313,08,220,6.0,60,9.0,10.8,,16,0,0,59,0,0,0,0,0,2024031308,2024-03-13 08:00:00,2024-03-13 08:00:00,Neutral hour,0.0
26918,28088,344,20240313,09,220,6.0,60,10.0,11.0,,33,0,0,62,0,0,0,0,0,2024031309,2024-03-13 09:00:00,2024-03-13 09:00:00,Neutral hour,0.0
26919,28089,344,20240313,10,230,6.0,60,9.0,11.5,,40,0,0,65,0,0,0,0,0,2024031310,2024-03-13 10:00:00,2024-03-13 10:00:00,Neutral hour,0.0
26920,28090,344,20240313,11,230,7.0,70,11.0,11.2,,46,0,0,70,0,0,0,0,0,2024031311,2024-03-13 11:00:00,2024-03-13 11:00:00,Other hour,0.0
26921,28091,344,20240313,12,240,8.0,80,12.0,11.3,98.0,46,0,0,59,0,0,0,0,0,2024031312,2024-03-13 12:00:00,2024-03-13 12:00:00,Other hour,0.0
26922,28092,344,20240313,13,230,8.0,80,13.0,12.4,,60,0,0,70,0,0,0,0,0,2024031313,2024-03-13 13:00:00,2024-03-13 13:00:00,Other hour,0.0
26923,28093,344,20240313,14,220,8.0,80,13.0,12.6,,60,0,0,75,0,0,0,0,0,2024031314,2024-03-13 14:00:00,2024-03-13 14:00:00,Other hour,0.0
26924,28094,344,20240313,15,240,8.0,80,13.0,12.5,,32,0,0,75,0,0,0,0,0,2024031315,2024-03-13 15:00:00,2024-03-13 15:00:00,Other hour,0.0
26925,28095,344,20240313,16,240,7.0,70,12.0,12.6,,36,0,0,75,0,0,0,0,0,2024031316,2024-03-13 16:00:00,2024-03-13 16:00:00,Other hour,0.0
26926,28096,344,20240313,17,240,7.0,50,12.0,12.0,,13,0,0,75,0,0,0,0,0,2024031317,2024-03-13 17:00:00,2024-03-13 17:00:00,Other hour,0.0
26927,28097,344,20240313,18,220,6.0,60,10.0,11.8,108.0,1,0,0,75,0,0,0,0,0,2024031318,2024-03-13 18:00:00,2024-03-13 18:00:00,Neutral hour,0.0
26928,28098,344,20240313,19,210,6.0,60,9.0,12.1,,0,0,0,75,0,0,0,0,0,2024031319,2024-03-13 19:00:00,2024-03-13 19:00:00,Neutral hour,0.0
26929,28099,344,20240313,20,210,6.0,70,10.0,12.2,,0,0,0,75,0,0,0,0,0,2024031320,2024-03-13 20:00:00,2024-03-13 20:00:00,Neutral hour,0.0
26930,28100,344,20240313,21,210,6.0,60,11.0,12.0,,0,0,0,75,0,0,0,0,0,2024031321,2024-03-13 21:00:00,2024-03-13 21:00:00,Neutral hour,0.0
26931,28101,344,20240313,22,200,6.0,60,10.0,11.5,,0,0,0,75,0,0,0,0,0,2024031322,2024-03-13 22:00:00,2024-03-13 22:00:00,Neutral hour,0.0
26938,28109,344,20240314,06,190,5.0,50,8.0,8.9,78.0,0,0,0,61,0,0,0,0,0,2024031406,2024-03-14 06:00:00,2024-03-14 06:00:00,Neutral hour,0.0
26939,28110,344,20240314,07,190,5.0,50,8.0,9.2,,15,0,0,62,0,0,0,0,0,2024031407,2024-03-14 07:00:00,2024-03-14 07:00:00,Neutral hour,0.0
26940,28111,344,20240314,08,190,6.0,60,11.0,10.6,,67,0,0,70,0,0,0,0,0,2024031408,2024-03-14 08:00:00,2024-03-14 08:00:00,Neutral hour,0.0
26941,28112,344,20240314,09,190,6.0,50,10.0,12.2,,123,0,0,74,0,0,0,0,0,2024031409,2024-03-14 09:00:00,2024-03-14 09:00:00,Neutral hour,0.0
26942,28113,344,20240314,10,180,6.0,60,9.0,13.6,,171,0,0,75,0,0,0,0,0,2024031410,2024-03-14 10:00:00,2024-03-14 10:00:00,Other hour,1.0
26943,28114,344,20240314,11,190,5.0,60,9.0,14.8,,188,0,0,75,0,0,0,0,0,2024031411,2024-03-14 11:00:00,2024-03-14 11:00:00,Other hour,0.0
26944,28115,344,20240314,12,190,6.0,60,9.0,14.5,78.0,192,0,0,80,0,0,0,0,0,2024031412,2024-03-14 12:00:00,2024-03-14 12:00:00,Other hour,0.0
26945,28116,344,20240314,13,190,5.0,60,9.0,16.2,,194,0,0,80,0,0,0,0,0,2024031413,2024-03-14 13:00:00,2024-03-14 13:00:00,Other hour,0.0
26946,28117,344,20240314,14,190,6.0,60,10.0,16.3,,174,0,0,80,0,0,0,0,0,2024031414,2024-03-14 14:00:00,2024-03-14 14:00:00,Other hour,1.0
26947,28118,344,20240314,15,190,6.0,60,10.0,16.4,,114,0,0,74,0,0,0,0,0,2024031415,2024-03-14 15:00:00,2024-03-14 15:00:00,Neutral hour,1.0
26948,28119,344,20240314,16,190,5.0,50,10.0,16.2,,77,0,0,81,0,0,0,0,0,2024031416,2024-03-14 16:00:00,2024-03-14 16:00:00,Neutral hour,1.0
26949,28120,344,20240314,17,200,5.0,50,8.0,15.8,,27,0,0,80,0,0,0,0,0,2024031417,2024-03-14 17:00:00,2024-03-14 17:00:00,Neutral hour,1.0
26950,28121,344,20240314,18,190,5.0,50,10.0,14.9,128.0,6,0,0,82,0,0,0,0,0,2024031418,2024-03-14 18:00:00,2024-03-14 18:00:00,Neutral hour,0.0
26951,28122,344,20240314,19,180,5.0,40,10.0,14.5,,0,0,0,82,0,0,0,0,0,2024031419,2024-03-14 19:00:00,2024-03-14 19:00:00,Neutral hour,0.0
26952,28123,344,20240314,20,190,4.0,50,7.0,14.3,,0,0,0,80,0,0,0,0,0,2024031420,2024-03-14 20:00:00,2024-03-14 20:00:00,Neutral hour,0.0
26953,28124,344,20240314,21,190,5.0,50,8.0,13.6,,0,0,0,75,0,0,0,0,0,2024031421,2024-03-14 21:00:00,2024-03-14 21:00:00,Neutral hour,0.0
26954,28125,344,20240314,22,190,4.0,40,7.0,12.8,,0,0,0,75,0,0,0,0,0,2024031422,2024-03-14 22:00:00,2024-03-14 22:00:00,Neutral hour,0.0
26961,28133,344,20240315,06,230,7.0,70,12.0,11.9,111.0,0,3,1,70,0,1,0,0,0,2024031506,2024-03-15 06:00:00,2024-03-15 06:00:00,Other hour,0.0
26962,28134,344,20240315,07,220,8.0,80,12.0,12.2,,10,0,0,70,0,0,0,0,0,2024031507,2024-03-15 07:00:00,2024-03-15 07:00:00,Other hour,0.0
26963,28135,344,20240315,08,220,8.0,70,13.0,12.4,,34,0,0,70,0,0,0,0,0,2024031508,2024-03-15 08:00:00,2024-03-15 08:00:00,Other hour,1.0
26964,28136,344,20240315,09,230,9.0,100,15.0,12.9,,74,0,0,70,0,0,0,0,0,2024031509,2024-03-15 09:00:00,2024-03-15 09:00:00,Other hour,0.0
26965,28137,344,20240315,10,220,8.0,80,13.0,13.2,,50,0,0,69,0,0,0,0,0,2024031510,2024-03-15 10:00:00,2024-03-15 10:00:00,Other hour,0.0
26966,28138,344,20240315,11,230,9.0,100,15.0,13.7,,59,0,0,75,0,0,0,0,0,2024031511,2024-03-15 11:00:00,2024-03-15 11:00:00,Other hour,0.0
26967,28139,344,20240315,12,230,10.0,110,18.0,13.8,111.0,124,0,0,75,0,0,0,0,0,2024031512,2024-03-15 12:00:00,2024-03-15 12:00:00,Other hour,0.0
26968,28140,344,20240315,13,230,9.0,100,15.0,14.9,,112,0,0,74,0,0,0,0,0,2024031513,2024-03-15 13:00:00,2024-03-15 13:00:00,Other hour,0.0
26969,28141,344,20240315,14,230,11.0,110,16.0,14.4,,150,0,0,71,0,0,0,0,0,2024031514,2024-03-15 14:00:00,2024-03-15 14:00:00,Other hour,0.0
26970,28142,344,20240315,15,240,10.0,90,16.0,14.2,,105,0,0,65,0,0,0,0,0,2024031515,2024-03-15 15:00:00,2024-03-15 15:00:00,Other hour,0.0
26971,28143,344,20240315,16,240,11.0,110,18.0,13.7,,93,0,0,64,0,0,0,0,0,2024031516,2024-03-15 16:00:00,2024-03-15 16:00:00,Other hour,0.0
26972,28144,344,20240315,17,230,10.0,90,16.0,12.5,,49,0,0,63,0,0,0,0,0,2024031517,2024-03-15 17:00:00,2024-03-15 17:00:00,Other hour,0.0
26973,28145,344,20240315,18,220,9.0,90,15.0,11.9,105.0,6,0,0,62,0,0,0,0,0,2024031518,2024-03-15 18:00:00,2024-03-15 18:00:00,Other hour,0.0
26974,28146,344,20240315,19,230,9.0,90,15.0,11.7,,0,0,0,64,0,0,0,0,0,2024031519,2024-03-15 19:00:00,2024-03-15 19:00:00,Other hour,0.0
26975,28147,344,20240315,20,230,9.0,90,15.0,11.3,,0,0,0,62,0,0,0,0,0,2024031520,2024-03-15 20:00:00,2024-03-15 20:00:00,Other hour,1.0
26976,28148,344,20240315,21,230,8.0,70,13.0,10.9,,0,0,0,61,0,0,0,0,0,2024031521,2024-03-15 21:00:00,2024-03-15 21:00:00,Other hour,0.0
26977,28149,344,20240315,22,220,8.0,70,13.0,11.3,,0,0,0,64,0,0,0,0,0,2024031522,2024-03-15 22:00:00,2024-03-15 22:00:00,Other hour,0.0
26984,28157,344,20240316,06,320,4.0,30,10.0,7.0,68.0,0,2,3,65,0,1,0,0,0,2024031606,2024-03-16 06:00:00,2024-03-16 06:00:00,Other hour,0.0
26985,28158,344,20240316,07,320,3.0,40,6.0,7.4,,4,0,-1,63,0,1,0,0,0,2024031607,2024-03-16 07:00:00,2024-03-16 07:00:00,Other hour,0.0
26986,28159,344,20240316,08,320,4.0,30,7.0,7.8,,25,0,0,70,0,0,0,0,0,2024031608,2024-03-16 08:00:00,2024-03-16 08:00:00,Other hour,0.0
26987,28160,344,20240316,09,320,3.0,30,7.0,8.4,,46,0,0,75,0,0,0,0,0,2024031609,2024-03-16 09:00:00,2024-03-16 09:00:00,Neutral hour,0.0
26988,28161,344,20240316,10,320,4.0,40,8.0,8.8,,80,0,0,75,0,0,0,0,0,2024031610,2024-03-16 10:00:00,2024-03-16 10:00:00,Neutral hour,0.0
26989,28162,344,20240316,11,300,4.0,30,7.0,9.3,,85,0,0,80,0,0,0,0,0,2024031611,2024-03-16 11:00:00,2024-03-16 11:00:00,Neutral hour,0.0
26990,28163,344,20240316,12,340,4.0,40,7.0,9.5,68.0,96,0,0,80,0,0,0,0,0,2024031612,2024-03-16 12:00:00,2024-03-16 12:00:00,Neutral hour,0.0
26991,28164,344,20240316,13,290,3.0,40,6.0,10.1,,119,0,0,81,0,0,0,0,0,2024031613,2024-03-16 13:00:00,2024-03-16 13:00:00,Neutral hour,0.0
26992,28165,344,20240316,14,290,4.0,40,8.0,10.6,,172,0,0,80,0,0,0,0,0,2024031614,2024-03-16 14:00:00,2024-03-16 14:00:00,Other hour,0.0
26993,28166,344,20240316,15,290,4.0,30,7.0,10.1,,178,0,0,75,0,0,0,0,0,2024031615,2024-03-16 15:00:00,2024-03-16 15:00:00,Other hour,0.0
26994,28167,344,20240316,16,290,3.0,30,6.0,9.6,,100,0,0,81,0,0,0,0,0,2024031616,2024-03-16 16:00:00,2024-03-16 16:00:00,Neutral hour,0.0
26995,28168,344,20240316,17,280,3.0,20,4.0,8.6,,44,0,0,80,0,0,0,0,0,2024031617,2024-03-16 17:00:00,2024-03-16 17:00:00,Neutral hour,0.0
26996,28169,344,20240316,18,270,2.0,20,3.0,7.3,54.0,6,0,0,75,0,0,0,0,0,2024031618,2024-03-16 18:00:00,2024-03-16 18:00:00,Other hour,0.0
26997,28170,344,20240316,19,0,1.0,0,2.0,5.6,,0,0,0,75,0,0,0,0,0,2024031619,2024-03-16 19:00:00,2024-03-16 19:00:00,Other hour,0.0
26998,28171,344,20240316,20,160,0.0,10,1.0,5.0,,0,0,0,70,0,0,0,0,0,2024031620,2024-03-16 20:00:00,2024-03-16 20:00:00,Other hour,0.0
26999,28172,344,20240316,21,120,1.0,10,2.0,5.0,,0,0,0,70,0,0,0,0,0,2024031621,2024-03-16 21:00:00,2024-03-16 21:00:00,Other hour,1.0
27000,28173,344,20240316,22,140,2.0,10,3.0,6.5,,0,0,0,75,0,0,0,0,0,2024031622,2024-03-16 22:00:00,2024-03-16 22:00:00,Other hour,0.0
27007,28181,344,20240317,06,150,3.0,20,6.0,7.5,45.0,0,0,0,75,0,0,0,0,0,2024031706,2024-03-17 06:00:00,2024-03-17 06:00:00,Other hour,0.0
27008,28182,344,20240317,07,160,3.0,30,7.0,8.2,,12,0,0,75,0,0,0,0,0,2024031707,2024-03-17 07:00:00,2024-03-17 07:00:00,Neutral hour,0.0
27009,28183,344,20240317,08,150,3.0,40,6.0,8.8,,27,0,0,75,0,0,0,0,0,2024031708,2024-03-17 08:00:00,2024-03-17 08:00:00,Neutral hour,0.0
27010,28184,344,20240317,09,150,4.0,40,5.0,9.9,,37,0,0,75,0,0,0,0,0,2024031709,2024-03-17 09:00:00,2024-03-17 09:00:00,Neutral hour,0.0
27011,28185,344,20240317,10,160,4.0,40,7.0,11.0,,87,0,0,75,0,0,0,0,0,2024031710,2024-03-17 10:00:00,2024-03-17 10:00:00,Neutral hour,0.0
27012,28186,344,20240317,11,170,5.0,50,9.0,11.6,,102,0,0,75,0,0,0,0,0,2024031711,2024-03-17 11:00:00,2024-03-17 11:00:00,Neutral hour,0.0
27013,28187,344,20240317,12,160,5.0,50,8.0,12.2,60.0,57,0,-1,74,0,1,0,0,0,2024031712,2024-03-17 12:00:00,2024-03-17 12:00:00,Other hour,0.0
27014,28188,344,20240317,13,160,5.0,60,8.0,13.4,,103,0,0,74,0,0,0,0,0,2024031713,2024-03-17 13:00:00,2024-03-17 13:00:00,Neutral hour,0.0
27015,28189,344,20240317,14,150,5.0,60,10.0,13.7,,83,0,0,72,0,0,0,0,0,2024031714,2024-03-17 14:00:00,2024-03-17 14:00:00,Neutral hour,0.0
27016,28190,344,20240317,15,150,5.0,50,9.0,13.2,,44,6,1,69,0,1,0,0,0,2024031715,2024-03-17 15:00:00,2024-03-17 15:00:00,Other hour,0.0
27017,28191,344,20240317,16,150,4.0,40,7.0,12.6,,19,10,10,66,0,1,0,0,0,2024031716,2024-03-17 16:00:00,2024-03-17 16:00:00,Other hour,0.0
27018,28192,344,20240317,17,140,5.0,50,8.0,12.1,,10,10,8,70,0,1,0,0,0,2024031717,2024-03-17 17:00:00,2024-03-17 17:00:00,Other hour,0.0
27019,28193,344,20240317,18,150,5.0,60,10.0,12.0,111.0,4,4,2,60,0,1,0,0,0,2024031718,2024-03-17 18:00:00,2024-03-17 18:00:00,Other hour,0.0
27020,28194,344,20240317,19,150,6.0,50,9.0,11.2,,0,8,7,46,0,1,0,0,0,2024031719,2024-03-17 19:00:00,2024-03-17 19:00:00,Other hour,0.0
27021,28195,344,20240317,20,160,5.0,60,9.0,11.3,,0,9,6,56,0,1,0,0,0,2024031720,2024-03-17 20:00:00,2024-03-17 20:00:00,Other hour,1.0
27022,28196,344,20240317,21,190,5.0,40,8.0,11.4,,0,8,2,50,0,1,0,0,0,2024031721,2024-03-17 21:00:00,2024-03-17 21:00:00,Other hour,0.0
27023,28197,344,20240317,22,190,4.0,40,6.0,11.6,,0,7,2,44,0,1,0,0,0,2024031722,2024-03-17 22:00:00,2024-03-17 22:00:00,Other hour,0.0
27030,28205,344,20240318,06,240,3.0,20,6.0,10.1,92.0,0,0,0,50,0,0,0,0,0,2024031806,2024-03-18 06:00:00,2024-03-18 06:00:00,Neutral hour,0.0
27031,28206,344,20240318,07,230,2.0,30,5.0,10.2,,7,0,0,57,0,0,0,0,0,2024031807,2024-03-18 07:00:00,2024-03-18 07:00:00,Neutral hour,0.0
27032,28207,344,20240318,08,250,3.0,20,4.0,10.9,,37,0,0,58,0,0,0,0,0,2024031808,2024-03-18 08:00:00,2024-03-18 08:00:00,Neutral hour,0.0
27033,28208,344,20240318,09,250,3.0,30,5.0,11.7,,86,0,0,67,0,0,0,0,0,2024031809,2024-03-18 09:00:00,2024-03-18 09:00:00,Neutral hour,0.0
27034,28209,344,20240318,10,270,3.0,40,6.0,12.9,,119,0,0,75,0,0,0,0,0,2024031810,2024-03-18 10:00:00,2024-03-18 10:00:00,Neutral hour,0.0
27035,28210,344,20240318,11,270,4.0,40,7.0,13.6,,208,0,0,69,0,0,0,0,0,2024031811,2024-03-18 11:00:00,2024-03-18 11:00:00,Other hour,0.0
27036,28211,344,20240318,12,260,4.0,40,6.0,13.5,98.0,202,0,0,80,0,0,0,0,0,2024031812,2024-03-18 12:00:00,2024-03-18 12:00:00,Other hour,0.0
27037,28212,344,20240318,13,280,4.0,40,7.0,14.5,,191,0,0,80,0,0,0,0,0,2024031813,2024-03-18 13:00:00,2024-03-18 13:00:00,Other hour,0.0
27038,28213,344,20240318,14,240,3.0,30,6.0,13.7,,165,0,0,71,0,0,0,0,0,2024031814,2024-03-18 14:00:00,2024-03-18 14:00:00,Other hour,0.0
27039,28214,344,20240318,15,220,4.0,50,7.0,12.6,,76,0,0,75,0,0,0,0,0,2024031815,2024-03-18 15:00:00,2024-03-18 15:00:00,Neutral hour,0.0
27040,28215,344,20240318,16,250,4.0,50,7.0,13.0,,68,0,0,75,0,0,0,0,0,2024031816,2024-03-18 16:00:00,2024-03-18 16:00:00,Neutral hour,0.0
27041,28216,344,20240318,17,260,4.0,30,8.0,11.4,,58,0,0,68,0,0,0,0,0,2024031817,2024-03-18 17:00:00,2024-03-18 17:00:00,Neutral hour,0.0
27042,28217,344,20240318,18,250,3.0,20,5.0,10.1,83.0,8,0,0,69,0,0,0,0,0,2024031818,2024-03-18 18:00:00,2024-03-18 18:00:00,Neutral hour,0.0
27043,28218,344,20240318,19,160,1.0,10,3.0,8.3,,0,0,0,67,0,0,0,0,0,2024031819,2024-03-18 19:00:00,2024-03-18 19:00:00,Neutral hour,0.0
27044,28219,344,20240318,20,190,1.0,20,2.0,7.8,,0,0,0,65,0,0,0,0,0,2024031820,2024-03-18 20:00:00,2024-03-18 20:00:00,Other hour,1.0
27045,28220,344,20240318,21,190,2.0,30,5.0,9.4,,0,0,0,70,0,0,0,0,0,2024031821,2024-03-18 21:00:00,2024-03-18 21:00:00,Neutral hour,0.0
27046,28221,344,20240318,22,180,2.0,20,5.0,8.8,,0,0,0,65,0,0,0,0,0,2024031822,2024-03-18 22:00:00,2024-03-18 22:00:00,Neutral hour,2.0
27053,28229,344,20240319,06,170,4.0,40,6.0,10.7,85.0,0,0,0,70,0,0,0,0,0,2024031906,2024-03-19 06:00:00,2024-03-19 06:00:00,Neutral hour,1.0
27054,28230,344,20240319,07,190,4.0,30,6.0,10.9,,8,0,0,70,0,0,0,0,0,2024031907,2024-03-19 07:00:00,2024-03-19 07:00:00,Neutral hour,0.0
27055,28231,344,20240319,08,180,3.0,40,5.0,11.3,,16,0,0,70,0,0,0,0,0,2024031908,2024-03-19 08:00:00,2024-03-19 08:00:00,Neutral hour,0.0
27056,28232,344,20240319,09,180,4.0,30,8.0,12.0,,39,0,0,75,0,0,0,0,0,2024031909,2024-03-19 09:00:00,2024-03-19 09:00:00,Neutral hour,0.0
27057,28233,344,20240319,10,190,4.0,50,7.0,13.8,,107,0,0,74,0,0,0,0,0,2024031910,2024-03-19 10:00:00,2024-03-19 10:00:00,Neutral hour,0.0
27058,28234,344,20240319,11,230,5.0,50,8.0,14.5,,137,0,0,75,0,0,0,0,0,2024031911,2024-03-19 11:00:00,2024-03-19 11:00:00,Neutral hour,0.0
27059,28235,344,20240319,12,230,5.0,60,9.0,15.4,95.0,163,0,0,75,0,0,0,0,0,2024031912,2024-03-19 12:00:00,2024-03-19 12:00:00,Other hour,1.0
27060,28236,344,20240319,13,240,6.0,60,10.0,15.2,,146,0,0,80,0,0,0,0,0,2024031913,2024-03-19 13:00:00,2024-03-19 13:00:00,Neutral hour,0.0
27061,28237,344,20240319,14,270,6.0,60,10.0,14.1,,113,0,0,81,0,0,0,0,0,2024031914,2024-03-19 14:00:00,2024-03-19 14:00:00,Neutral hour,0.0
27062,28238,344,20240319,15,260,6.0,50,8.0,14.0,,127,0,0,80,0,0,0,0,0,2024031915,2024-03-19 15:00:00,2024-03-19 15:00:00,Neutral hour,1.0
27063,28239,344,20240319,16,270,5.0,50,8.0,13.3,,87,0,0,80,0,0,0,0,0,2024031916,2024-03-19 16:00:00,2024-03-19 16:00:00,Neutral hour,0.0
27064,28240,344,20240319,17,260,4.0,40,7.0,12.5,,43,0,0,77,0,0,0,0,0,2024031917,2024-03-19 17:00:00,2024-03-19 17:00:00,Neutral hour,0.0
27065,28241,344,20240319,18,240,3.0,20,6.0,10.7,94.0,7,0,0,75,0,0,0,0,0,2024031918,2024-03-19 18:00:00,2024-03-19 18:00:00,Neutral hour,1.0
27066,28242,344,20240319,19,240,2.0,20,3.0,10.0,,0,0,0,75,0,0,0,0,0,2024031919,2024-03-19 19:00:00,2024-03-19 19:00:00,Neutral hour,0.0
27067,28243,344,20240319,20,220,2.0,20,4.0,9.3,,0,0,0,70,0,0,0,0,0,2024031920,2024-03-19 20:00:00,2024-03-19 20:00:00,Neutral hour,0.0
27068,28244,344,20240319,21,220,2.0,20,3.0,10.0,,0,0,0,70,0,0,0,0,0,2024031921,2024-03-19 21:00:00,2024-03-19 21:00:00,Neutral hour,0.0
27069,28245,344,20240319,22,160,1.0,20,3.0,9.8,,0,0,-1,70,0,1,0,0,0,2024031922,2024-03-19 22:00:00,2024-03-19 22:00:00,Other hour,0.0
27076,28253,344,20240320,06,130,1.0,10,1.0,7.3,62.0,0,0,0,65,0,0,0,0,0,2024032006,2024-03-20 06:00:00,2024-03-20 06:00:00,Other hour,0.0
27077,28254,344,20240320,07,0,1.0,0,2.0,9.1,,20,0,0,68,0,0,0,0,0,2024032007,2024-03-20 07:00:00,2024-03-20 07:00:00,Neutral hour,0.0
27078,28255,344,20240320,08,0,1.0,0,1.0,10.7,,58,0,0,64,0,0,0,0,0,2024032008,2024-03-20 08:00:00,2024-03-20 08:00:00,Neutral hour,0.0
27079,28256,344,20240320,09,350,1.0,10,2.0,12.4,,96,0,0,65,0,0,0,0,0,2024032009,2024-03-20 09:00:00,2024-03-20 09:00:00,Neutral hour,0.0
27080,28257,344,20240320,10,990,1.0,10,1.0,14.1,,132,0,0,62,0,0,0,0,0,2024032010,2024-03-20 10:00:00,2024-03-20 10:00:00,Neutral hour,0.0
27081,28258,344,20240320,11,220,1.0,10,2.0,15.3,,136,0,0,63,0,0,0,0,0,2024032011,2024-03-20 11:00:00,2024-03-20 11:00:00,Neutral hour,0.0
27082,28259,344,20240320,12,340,1.0,10,2.0,16.3,60.0,176,0,0,62,0,0,0,0,0,2024032012,2024-03-20 12:00:00,2024-03-20 12:00:00,Other hour,0.0
27083,28260,344,20240320,13,990,1.0,10,2.0,16.9,,160,0,0,65,0,0,0,0,0,2024032013,2024-03-20 13:00:00,2024-03-20 13:00:00,Other hour,0.0
27084,28261,344,20240320,14,990,1.0,10,3.0,17.1,,132,0,0,62,0,0,0,0,0,2024032014,2024-03-20 14:00:00,2024-03-20 14:00:00,Neutral hour,0.0
27085,28262,344,20240320,15,290,2.0,30,4.0,16.4,,93,0,0,65,0,0,0,0,0,2024032015,2024-03-20 15:00:00,2024-03-20 15:00:00,Neutral hour,1.0
27086,28263,344,20240320,16,280,2.0,10,4.0,16.2,,51,0,0,66,0,0,0,0,0,2024032016,2024-03-20 16:00:00,2024-03-20 16:00:00,Neutral hour,0.0
27087,28264,344,20240320,17,340,1.0,20,3.0,15.3,,52,0,0,71,0,0,0,0,0,2024032017,2024-03-20 17:00:00,2024-03-20 17:00:00,Neutral hour,1.0
27088,28265,344,20240320,18,10,2.0,20,3.0,13.6,109.0,5,0,0,73,0,0,0,0,0,2024032018,2024-03-20 18:00:00,2024-03-20 18:00:00,Neutral hour,0.0
27089,28266,344,20240320,19,360,2.0,10,3.0,12.1,,0,0,0,75,0,0,0,0,0,2024032019,2024-03-20 19:00:00,2024-03-20 19:00:00,Neutral hour,0.0
27090,28267,344,20240320,20,330,2.0,20,3.0,10.7,,0,0,0,69,0,0,0,0,0,2024032020,2024-03-20 20:00:00,2024-03-20 20:00:00,Neutral hour,0.0
27091,28268,344,20240320,21,340,1.0,20,2.0,10.0,,0,0,0,65,0,0,0,0,0,2024032021,2024-03-20 21:00:00,2024-03-20 21:00:00,Neutral hour,0.0
27092,28269,344,20240320,22,0,1.0,0,2.0,9.1,,0,0,0,62,0,0,0,0,0,2024032022,2024-03-20 22:00:00,2024-03-20 22:00:00,Neutral hour,0.0
27099,28277,344,20240321,06,340,5.0,40,8.0,8.0,74.0,0,0,0,70,0,0,0,0,0,2024032106,2024-03-21 06:00:00,2024-03-21 06:00:00,Neutral hour,0.0
27100,28278,344,20240321,07,330,4.0,30,7.0,7.8,,7,0,0,70,0,0,0,0,0,2024032107,2024-03-21 07:00:00,2024-03-21 07:00:00,Other hour,1.0
27101,28279,344,20240321,08,350,3.0,30,6.0,8.0,,22,0,0,70,0,0,0,0,0,2024032108,2024-03-21 08:00:00,2024-03-21 08:00:00,Neutral hour,1.0
27102,28280,344,20240321,09,990,2.0,10,5.0,8.4,,41,0,0,70,0,0,0,0,0,2024032109,2024-03-21 09:00:00,2024-03-21 09:00:00,Neutral hour,0.0
27103,28281,344,20240321,10,320,2.0,20,4.0,8.5,,51,0,0,70,0,0,0,0,0,2024032110,2024-03-21 10:00:00,2024-03-21 10:00:00,Neutral hour,0.0
27104,28282,344,20240321,11,250,3.0,30,5.0,8.9,,54,0,0,70,0,0,0,0,0,2024032111,2024-03-21 11:00:00,2024-03-21 11:00:00,Neutral hour,0.0
27105,28283,344,20240321,12,260,3.0,30,5.0,8.6,75.0,51,0,0,68,0,0,0,0,0,2024032112,2024-03-21 12:00:00,2024-03-21 12:00:00,Neutral hour,0.0
27106,28284,344,20240321,13,270,3.0,30,5.0,9.1,,42,0,0,69,0,0,0,0,0,2024032113,2024-03-21 13:00:00,2024-03-21 13:00:00,Neutral hour,0.0
27107,28285,344,20240321,14,240,4.0,40,6.0,10.0,,83,0,0,75,0,0,0,0,0,2024032114,2024-03-21 14:00:00,2024-03-21 14:00:00,Neutral hour,0.0
27108,28286,344,20240321,15,220,5.0,50,7.0,10.0,,70,0,0,75,0,0,0,0,0,2024032115,2024-03-21 15:00:00,2024-03-21 15:00:00,Neutral hour,0.0
27109,28287,344,20240321,16,230,4.0,40,7.0,10.6,,57,0,0,75,0,0,0,0,0,2024032116,2024-03-21 16:00:00,2024-03-21 16:00:00,Neutral hour,0.0
27110,28288,344,20240321,17,210,4.0,40,7.0,10.5,,33,0,0,75,0,0,0,0,0,2024032117,2024-03-21 17:00:00,2024-03-21 17:00:00,Neutral hour,0.0
27111,28289,344,20240321,18,210,4.0,40,6.0,10.4,91.0,11,0,0,75,0,0,0,0,0,2024032118,2024-03-21 18:00:00,2024-03-21 18:00:00,Neutral hour,0.0
27112,28290,344,20240321,19,200,3.0,30,5.0,10.6,,0,0,0,75,0,0,0,0,0,2024032119,2024-03-21 19:00:00,2024-03-21 19:00:00,Neutral hour,0.0
